,stories,topics,locations,left,center,right,story_links,majority_coverage,n_sources,title,source,sample,lean,date
8,Trump's home search unearthed some documents covered by attorney-client privilege-prosecutors,Donald Trump, Washington,41%,41%,18%,http://ground.news/article/trumps-home-search-unearthed-some-documents-covered-by-attorney-client-privilege-prosecutors,,17,"'Limited set of materials' potentially covered by attorney-client privilege found in Mar-a-Lago search, Justice Department says",CNN,"The Justice Department has identified ""a limited set of materials"" from its search of documents taken from Mar-a-Lago that potentially contain material covered by attorney-client privilege and is in the process of addressing privilege disputes, it said in a court filing Monday.",left,2022-08-29
8,Trump's home search unearthed some documents covered by attorney-client privilege-prosecutors,Donald Trump, Washington,41%,41%,18%,http://ground.news/article/trumps-home-search-unearthed-some-documents-covered-by-attorney-client-privilege-prosecutors,,17,"DOJ says review of seized Trump documents is already done, suggests request for watchdog came too late",CNBC,"The ""limited set"" of potentially privileged materials was identified by a law enforcement team separate from those investigating Trump, the DOJ said.",center,2022-08-29
8,Trump's home search unearthed some documents covered by attorney-client privilege-prosecutors,Donald Trump, Washington,41%,41%,18%,http://ground.news/article/trumps-home-search-unearthed-some-documents-covered-by-attorney-client-privilege-prosecutors,,17,Search of Donald Trump's home unearths documents covered by attorney-client privilege,News24,"The US Justice Department's search of former President Donald Trump's home this month turned up a ""limited"" number of documents subject to attorney-client privilege, federal prosecutors said in a court filing on Monday.",center,2022-08-29
9,Fuel leaks force NASA to scrub launch of new moon rocket,US & Canada, Cape Canaveral,28%,56%,16%,http://ground.news/article/fuel-leaks-force-nasa-to-scrub-launch-of-new-moon-rocket_9c0cdf,Center,171,Artemis: Nasa calls off new Moon rocket launch,BBC News,US controllers struggled to get the rocket's engine cooled down to its correct operating temperature.,center,2022-08-29
9,Fuel leaks force NASA to scrub launch of new moon rocket,US & Canada, Cape Canaveral,28%,56%,16%,http://ground.news/article/fuel-leaks-force-nasa-to-scrub-launch-of-new-moon-rocket_9c0cdf,Center,171,Engine Problem Leads NASA to Scrub Artemis 1 Launch,News18 India,A fuel leak and then an engine problem during final liftoff preparations led NASA to scrub the launch of its mighty new moon rocket Monday morning on a shakedown flight with three test dummies aboard.,right,2022-08-29
9,Fuel leaks force NASA to scrub launch of new moon rocket,US & Canada, Cape Canaveral,28%,56%,16%,http://ground.news/article/fuel-leaks-force-nasa-to-scrub-launch-of-new-moon-rocket_9c0cdf,Center,171,NASA postpones debut test flight of new moon rocket after engine snag,Reuters,An engine problem forced NASA on Monday to postpone for at least four days the launch of its colossal next-generation rocketship on a long-awaited debut test flight around the moon and back 50 years after Apollo's last lunar mission.,center,2022-08-29
9,Fuel leaks force NASA to scrub launch of new moon rocket,US & Canada, Cape Canaveral,28%,56%,16%,http://ground.news/article/fuel-leaks-force-nasa-to-scrub-launch-of-new-moon-rocket_9c0cdf,Center,171,Nasa’s Artemis 1 rocket launch called off because of engine problem – live,The Guardian,‘Conditioning issue’ with one of four engines on rocket’s main stage means scheduled launch called off with next attempt 2 September – follow live,left,2022-08-29
9,Fuel leaks force NASA to scrub launch of new moon rocket,US & Canada, Cape Canaveral,28%,56%,16%,http://ground.news/article/fuel-leaks-force-nasa-to-scrub-launch-of-new-moon-rocket_9c0cdf,Center,171,Engine problem leads NASA to scrub launch of new moon rocket,CTV News,"Fuel leaks have forced NASA to scrub the launch of its new moon rocket on a no-crew test flight. The next launch attempt will not take place until Friday at the earliest. The 322-foot Space Launch System rocket was set to lift off Monday morning with three test dummies aboard on its first flight, a mission to propel a capsule into orbit around the moon.",center,2022-08-29
9,Fuel leaks force NASA to scrub launch of new moon rocket,US & Canada, Cape Canaveral,28%,56%,16%,http://ground.news/article/fuel-leaks-force-nasa-to-scrub-launch-of-new-moon-rocket_9c0cdf,Center,171,Engine problem leads NASA to scrub launch of new moon rocket,The Hindu,The next launch attempt will not take place until Friday at the earliest and could be off until next month.,left,2022-08-29
10,Supreme Court climate ruling could impact nuclear waste case,Climate Change, Washington,25%,58%,17%,http://ground.news/article/supreme-court-climate-ruling-could-impact-nuclear-waste-case_1837db,Center,12,Supreme Court climate ruling could impact nuclear waste case,Associated Press News,"The Supreme Court’s landmark ruling on climate change could have implications for a range of other issues, including a case involving nuclear waste storage and a proposal requiring companies to",left,2022-08-29
10,Supreme Court climate ruling could impact nuclear waste case,Climate Change, Washington,25%,58%,17%,http://ground.news/article/supreme-court-climate-ruling-could-impact-nuclear-waste-case_1837db,Center,12,Supreme Court climate ruling could impact nuclear waste case,KRDO,"By MATTHEW DALY Associated Press WASHINGTON (AP) — The Supreme Court’s landmark ruling on climate change could have implications for a range of other issues, including a case involving nuclear waste storage and a proposal requiring companies to disclose how climate risk affects their businesses. Two Republican attorneys general say the court ruling, which restricted",center,2022-08-29
10,Supreme Court climate ruling could impact nuclear waste case,Climate Change, Washington,25%,58%,17%,http://ground.news/article/supreme-court-climate-ruling-could-impact-nuclear-waste-case_1837db,Center,12,Supreme Court climate ruling could impact nuclear waste case - Local News 8,KIFI,"By MATTHEW DALY
Associated PressWASHINGTON (AP) — The Supreme Court’s landmark ruling on climate change could have implications for a range of other issues, including a case involving nuclear waste storage and a proposal requiring companies to disclose how climate risk affects their businesses. Two Republican attorneys general say the court ruling, which restricted regulation of greenhouse gas emissions by power plants, applies more broadly. Tex…",center,2022-08-29
10,Supreme Court climate ruling could impact nuclear waste case,Climate Change, Washington,25%,58%,17%,http://ground.news/article/supreme-court-climate-ruling-could-impact-nuclear-waste-case_1837db,Center,12,Supreme Court climate ruling could impact nuclear waste case,Financial Post,"WASHINGTON (AP) -- The Supreme Court's landmark ruling on climate change could have implications for a range of other issues, including a case involving nuclear waste storage and a proposal requiring companies to disclose how climate risk affects their businesses, advocates across the political spectrum say. Read More",right,2022-08-29
10,Supreme Court climate ruling could impact nuclear waste case,Climate Change, Washington,25%,58%,17%,http://ground.news/article/supreme-court-climate-ruling-could-impact-nuclear-waste-case_1837db,Center,12,Supreme Court climate ruling could impact nuclear waste case,MY Northwest,"WASHINGTON (AP) — The Supreme Court’s landmark ruling on climate change could have implications for a range of other issues, including a case involving nuclear waste storage and a proposal requiring companies to disclose how climate risk affects their businesses, advocates across the political spectrum say.Two Republican attorneys general — including the West Virginia official who successfully challenged Environmental Protection Agency rules res…",right,2022-08-29
10,Supreme Court climate ruling could impact nuclear waste case,Climate Change, Washington,25%,58%,17%,http://ground.news/article/supreme-court-climate-ruling-could-impact-nuclear-waste-case_1837db,Center,12,Supreme Court climate ruling could impact nuclear waste case,News 4 JAX,"The Supreme Court’s landmark ruling on climate change could have implications for a range of other issues, including a case involving nuclear waste storage and a proposal requiring companies to disclose how climate risk affects their businesses, advocates across the political spectrum say.Two Republican attorneys general — including the West Virginia official who successfully challenged Environmental Protection Agency rules restricting greenhous…",center,2022-08-29
11,FTC alleges data broker exposes users to violent threats by selling location data,Business, Washington,44%,43%,13%,http://ground.news/article/us-ftc-sues-data-broker-kochava-for-alleged-sale-of-sensitive-data,Left,16,"U.S. sues broker for selling data that could track church, health clinic visits",Reuters,"By David Shepardson WASHINGTON -The U.S. Federal Trade Commission (FTC) on Monday sued Idaho-based data broker Kochava Inc for selling geolocation data from hundreds of millions of mobile devices that could be used to track consumers. The FTC said consumer data could be used to trace people's movements to and from sensitive locations including ""reproductive health clinics, places of",center,2022-08-29
11,FTC alleges data broker exposes users to violent threats by selling location data,Business, Washington,44%,43%,13%,http://ground.news/article/us-ftc-sues-data-broker-kochava-for-alleged-sale-of-sensitive-data,Left,16,FTC sues data broker Kochava for selling location information that could unmask abortion-seekers,CNN,"The Federal Trade Commission is suing a data broker that the agency claims has sold sensitive location data that can identify specific abortion-seekers, religious worshipers or others who may be at risk of discrimination, intimidation or even violence.",left,2022-08-29
